"UserID","UserNo","Name","Email","IP","ID","Started","Ended","Tracking","Q1","Q2","Q3","Q3.1","Q4.1","Q4.2","Q4.3","Q4.4","Q4.5","Q4.6","Q4.7","Q4.8","Q4.9","Q4.10","Q4.11","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26.1","Q26.2","Q26.3","Q26.4","Q26.5","Q26.6","Q26.7","Q26.8","Q26.9","Q26.10","Q26.11","Q27.1","Q27.2","Q27.3","Q27.4","Q27.5","Q27.6","Q27.7","Q27.8","Q27.9","Q27.10","Q27.11","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37.1","Q37.2","Q37.3","Q37.4","Q37.5","Q37.6","Q37.7","Q37.8","Q38.1","Q38.2","Q38.3","Q38.4","Q38.5","Q38.6","Q38.7","Q38.8","Q38.9","Q38.10","Q38.11","Q38.12","Q38.13","Q39.1","Q39.2","Q39.3","Q39.4","Q39.5","Q39.6","Q39.7","Q39.8","Q40","Q41","Q42","Q43","Q44","Q45","Q46"
100000146,147,NA,NA,"100.00.000.00",NA,1697787000,1699756200,"Web Link 2","Civil service, including devolved administrations","Fast Stream","Education Scotland",NA,"No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Science","Other","No","Mathematics","MSc","No",NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text","some text",NA
100000147,148,NA,NA,"100.00.000.00",NA,1698093000,1698625800,"Default Web Link","Civil service, including devolved administrations","Grade 7 (or equivalent)","Education Scotland",NA,"No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Science","BSc","Yes","Other","BSc","Yes","English","MSc","Yes","All the time","Yes","I don't know","I don't know","No","Yes","No","Yes","I don't know","Yes","I don't know","No",NA,"Yes","No","No","Not required for my work","Not required for my work","No","No","No","Not required for my work","Yes",NA,"I don't know","Yes","Yes","Previous public sector employment","It has become significantly better","Yes","Yes","No","No","Strongly Disagree","Strongly Agree","Neutral","Neutral","Agree","Agree","Strongly Disagree","Agree","Regularly","All the time","Never","Sometimes","Sometimes","Regularly","All the time","Rarely","Rarely","Never","I don't understand this question","All the time","Sometimes","Rarely","I don't understand this question","Sometimes","Never","Regularly","Sometimes","Rarely","Rarely","No","Yes","No",NA,NA,NA,"some text"
100000148,149,NA,NA,"100.00.000.00",NA,1698674400,1698485400,"Default Web Link","Civil service, including devolved administrations","Grade 7 (or equivalent)","Medicines and Healthcare products Regulatory Agency",NA,"Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","English","MSc","Yes","Mathematics","PhD","Yes","English","MSc","Yes","Sometimes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes",NA,"Not required for my work","Yes","Not required for my work","Yes","No","Yes","No","Not required for my work","Not required for my work","Yes",NA,"I don't know","Yes","Yes","Previous private sector employment","It has become significantly better","No",NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","All the time","I don't understand this question","I don't understand this question","Sometimes","Never","I don't understand this question","All the time","Rarely","Regularly","I don't understand this question","Never","I don't understand this question","I don't understand this question","All the time","Never","Regularly","Regularly","Regularly","Regularly","Rarely","All the time","No","No","Yes","some text","some text","some text",NA
100000149,150,NA,NA,"100.00.000.00",NA,1697863500,1697543100,"Web link 5","Civil service, including devolved administrations","Grade 7 (or equivalent)","Submarine Delivery Agency",NA,"Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Other","Other","Yes",NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text",NA
100000150,151,NA,NA,"100.00.000.00",NA,1699889400,1698125400,"Web Link 2","Civil service, including devolved administrations","SCS Pay Band 1 (or equivalent)","Supreme Court of the United Kingdom",NA,"No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regularly","Yes","Yes","No","I don't know","I don't know","I don't know","No","Yes","I don't know","I don't know","No",NA,"No","No","Yes","Not required for my work","No","Yes","Not required for my work","Yes","No","No",NA,"I don't know","I don't know","Yes","Education","It has stayed the same","Yes","Yes","Yes","Yes, but I haven't read it","Agree","Neutral","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Disagree","Sometimes","I don't understand this question","Never","All the time","Regularly","Regularly","Rarely","I don't understand this question","Rarely","I don't understand this question","Rarely","Rarely","All the time","I don't understand this question","Regularly","Never","I don't understand this question","Sometimes","Never","Regularly","Sometimes","I don't know","I don't know","Yes","some text","some text","some text","some text"
100000151,152,NA,NA,"100.00.000.00",NA,1697569200,1699548300,"Web link 3","Civil service, including devolved administrations","Executive Officer (or equivalent)","Office of the Secretary of State for Scotland",NA,"No","No","No","No","No","Yes","No","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Mathematics","MSc","No","English","Other","Yes",NA,NA,NA,"Rarely","Yes","No","I don't know","I don't know","Yes","No","No","I don't know","Yes","I don't know","I don't know",NA,"Yes","Not required for my work","Not required for my work","Not required for my work","Not required for my work","Not required for my work","Yes","Not required for my work","Yes","No",NA,"No","Yes","Yes","Previous public sector employment","It has become slightly better","Yes","No","No","No","Strongly Disagree","Agree","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Never","All the time","All the time","Sometimes","Rarely","Rarely","Sometimes","I don't understand this question","All the time","Never","All the time","I don't understand this question","Rarely","All the time","Rarely","Rarely","Never","Rarely","I don't understand this question","Regularly","Never","No","No","Yes","some text",NA,"some text",NA
100000152,153,NA,NA,"100.00.000.00",NA,1698959700,1697969700,"Default Web Link","Civil service, including devolved administrations","Senior Executive Officer (or equivalent)","UK Debt Management Office",NA,"Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000153,154,NA,NA,"100.00.000.00",NA,1699001100,1697809500,"Web link 3","Civil service, including devolved administrations","Fast Stream","Department for Science, Innovation & Technology (excl. agencies)",NA,"Yes","Yes","No","No","No","No","No","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"All the time","Yes","Yes","No","I don't know","I don't know","I don't know","No","Yes","No","Yes","I don't know",NA,"Not required for my work","Yes","Yes","No","No","Not required for my work","No","No","Not required for my work","Yes",NA,"I don't know","Yes","No",NA,NA,"Yes","No","Yes","Yes, but I haven't read it","Neutral","Neutral","Strongly Agree","Disagree","Strongly Disagree","Neutral","Disagree","Strongly Disagree","Rarely","Regularly","Regularly","Never","I don't understand this question","Regularly","Rarely","Sometimes","I don't understand this question","Regularly","Rarely","Sometimes","Rarely","Rarely","Sometimes","Regularly","Sometimes","I don't understand this question","Never","I don't understand this question","Never","I don't know","Yes","No",NA,"some text","some text","some text"
100000154,155,NA,NA,"100.00.000.00",NA,1698938100,1699920000,"Web link 5","Civil service, including devolved administrations","Grade 6 (or equivalent)","Government Property Agency",NA,"Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","Yes","No","Yes","No","I don't know","I don't know","No","I don't know","Yes","Yes","No",NA,"No","Yes","No","Yes","Not required for my work","Not required for my work","Not required for my work","Yes","Yes","Not required for my work","some text","I don't know","Yes","I don't know",NA,NA,"No",NA,NA,NA,"Strongly Agree","Disagree","Agree","Strongly Agree","Disagree","Strongly Disagree","Agree","Strongly Agree","All the time","Never","Regularly","Sometimes","Regularly","Regularly","Sometimes","All the time","Sometimes","Regularly","Sometimes","Never","Sometimes","Regularly","All the time","Rarely","Regularly","All the time","I don't understand this question","All the time","I don't understand this question","No","I don't know","Yes",NA,NA,"some text","some text"
100000155,156,NA,NA,"100.00.000.00",NA,1699601400,1698881400,"Web link 5","Civil service, including devolved administrations","SCS Pay Band 1 (or equivalent)","Department for Culture, Media & Sport",NA,"No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","English","Other","No","Science","MSc","Yes","Other","BSc","Yes","Regularly","Yes","I don't know","No","I don't know","No","No","No","Yes","No","Yes","No",NA,"Not required for my work","Not required for my work","Not required for my work","No","Not required for my work","Yes","Yes","Yes","No","Yes",NA,"Yes","No","I don't know",NA,NA,"No",NA,NA,NA,"Neutral","Agree","Strongly Disagree","Disagree","Agree","Agree","Strongly Agree","Neutral","I don't understand this question","All the time","Regularly","Sometimes","Rarely","Rarely","Sometimes","Regularly","Rarely","I don't understand this question","Sometimes","Regularly","Rarely","Regularly","Never","All the time","All the time","Never","Never","Sometimes","Rarely","No","No","I don't know","some text","some text","some text","some text"
100000156,157,NA,NA,"100.00.000.00",NA,1699982100,1698129000,"Default Web Link","Civil service, including devolved administrations","Grade 6 (or equivalent)","Office of the Public Guardian",NA,"Yes","No","No","No","No","No","No","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Science","Other","Yes","Other","Other","Yes","Science","PhD","No","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text"
100000157,158,NA,NA,"100.00.000.00",NA,1699877700,1698763500,"Web Link 2","Civil service, including devolved administrations","Higher Executive Officer (or equivalent)","Department for Science, Innovation & Technology (excl. agencies)",NA,"No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","No","I don't know","Yes","I don't know","No","Yes","No","I don't know","Yes","Yes","I don't know","some text","No","Not required for my work","No","No","Not required for my work","No","Yes","No","Yes","No",NA,"I don't know","I don't know","No",NA,NA,"Yes","No","No","Yes","Strongly Agree","Disagree","Neutral","Strongly Disagree","Disagree","Agree","Strongly Disagree","Neutral","Regularly","Regularly","Never","Never","All the time","Regularly","Rarely","Never","Never","I don't understand this question","Rarely","Rarely","Never","Regularly","Regularly","Sometimes","Never","Sometimes","Never","All the time","All the time","No","No","Yes",NA,"some text",NA,NA
100000158,159,NA,NA,"100.00.000.00",NA,1698796800,1698341400,"Web link 4","Civil service, including devolved administrations","Other","Maritime and Coastguard Agency",NA,"Yes","No","No","Yes","No","Yes","No","No","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Mathematics","MSc","No",NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text","some text",NA,"some text"
100000159,160,NA,NA,"100.00.000.00",NA,1697842800,1698911100,"Web link 3","Civil service, including devolved administrations","Senior Executive Officer (or equivalent)","Cabinet Office (excl. agencies)",NA,"No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","English","PhD","Yes","Other","MSc","Yes",NA,NA,NA,"Sometimes","Yes","Yes","No","I don't know","I don't know","Yes","Yes","No","Yes","Yes","Yes","some text","Not required for my work","No","Not required for my work","Yes","Yes","No","No","Yes","Not required for my work","Not required for my work",NA,"I don't know","Yes","No",NA,NA,"Yes","No","Yes, and I am a RAP Champion","Yes, but I haven't read it","Strongly Disagree","Disagree","Disagree","Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","All the time","All the time","I don't understand this question","Regularly","Never","Rarely","All the time","All the time","Never","All the time","Rarely","All the time","All the time","I don't understand this question","Sometimes","Rarely","Rarely","I don't understand this question","I don't understand this question","Never","Regularly","Yes","No","Yes","some text","some text","some text","some text"
100000160,161,NA,NA,"100.00.000.00",NA,1697691600,1699239600,"Default Web Link","Civil service, including devolved administrations","Administrative Officer (or equivalent)","Vehicle Certification Agency",NA,"No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Other","Other","Yes","Other","MSc","No","Mathematics","BSc","No","All the time","Yes","Yes","Yes","No","I don't know","No","I don't know","Yes","No","Yes","I don't know",NA,"Yes","No","Not required for my work","Yes","No","No","No","Not required for my work","No","Yes",NA,"No","Yes","No",NA,NA,"No",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","All the time","Sometimes","Rarely","All the time","Rarely","All the time","All the time","Sometimes","Rarely","Regularly","Sometimes","Sometimes","All the time","Never","I don't understand this question","I don't understand this question","Rarely","Never","Regularly","Never","All the time","I don't know","I don't know","I don't know","some text",NA,"some text","some text"
100000161,162,NA,NA,"100.00.000.00",NA,1697488200,1697417100,"Web link 5","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 1",NA,"Wales",NA,NA,"Public Health Wales",NA,"Master's degree (or equivalent)","Science","PhD","Yes","Science","MSc","Yes",NA,NA,NA,"Regularly","No","Yes","Yes","Yes","No","I don't know","I don't know","I don't know","Yes","I don't know","I don't know",NA,"Yes","No","Yes","Yes","Yes","No","No","Yes","No","Not required for my work",NA,"Yes","I don't know","I don't know",NA,NA,"No",NA,NA,NA,"Strongly Disagree","Strongly Agree","Agree","Disagree","Agree","Agree","Disagree","Neutral","Regularly","I don't understand this question","I don't understand this question","Rarely","Sometimes","Regularly","I don't understand this question","Regularly","All the time","I don't understand this question","All the time","Never","Never","I don't understand this question","All the time","Sometimes","Rarely","Sometimes","I don't understand this question","I don't understand this question","All the time","I don't know","I don't know","Yes","some text","some text",NA,NA
100000162,163,NA,NA,"100.00.000.00",NA,1698070500,1698478200,"Web link 4","Civil service, including devolved administrations","Executive Officer (or equivalent)","Criminal Injuries Compensation Authority",NA,"No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Other","Other","Yes",NA,NA,NA,NA,NA,NA,"Regularly","Yes","Yes","I don't know","Yes","No","No","No","Yes","Yes","No","No",NA,"Yes","Not required for my work","Yes","Not required for my work","Yes","No","No","Yes","Not required for my work","Not required for my work",NA,"No","No","I don't know",NA,NA,"Yes","Yes","Yes, and I am a RAP Champion","Yes","Neutral","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Agree","Regularly","All the time","I don't understand this question","Rarely","Regularly","All the time","All the time","Sometimes","Rarely","Rarely","Rarely","Sometimes","I don't understand this question","All the time","All the time","Regularly","I don't understand this question","Rarely","Sometimes","Regularly","Sometimes","No","Yes","I don't know",NA,NA,"some text",NA
100000163,164,NA,NA,"100.00.000.00",NA,1698780600,1699236000,"Web link 4","Civil service, including devolved administrations","Grade 6 (or equivalent)","Ofqual",NA,"Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","Mathematics","MSc","Yes","Other","Other","No","Mathematics","PhD","No","All the time","No","No","I don't know","I don't know","Yes","Yes","I don't know","Yes","I don't know","I don't know","I don't know",NA,"Yes","Yes","Yes","Yes","No","Not required for my work","No","Not required for my work","Not required for my work","Yes","some text","I don't know","I don't know","I don't know",NA,NA,"No",NA,NA,NA,"Disagree","Neutral","Disagree","Strongly Disagree","Agree","Strongly Agree","Neutral","Strongly Agree","Never","I don't understand this question","I don't understand this question","I don't understand this question","Rarely","Rarely","I don't understand this question","Regularly","Rarely","Rarely","I don't understand this question","Regularly","All the time","Never","All the time","Sometimes","I don't understand this question","Regularly","I don't understand this question","Regularly","I don't understand this question","Yes","No","No","some text","some text","some text","some text"
100000164,165,NA,NA,"100.00.000.00",NA,1699461000,1699274700,"Web link 3","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 2",NA,"Northern Ireland",NA,NA,NA,"Health and Social Care Trust","Doctoral degree (or equivalent)","English","BSc","No","Other","Other","No",NA,NA,NA,"All the time","No","I don't know","Yes","No","I don't know","No","Yes","Yes","I don't know","Yes","Yes",NA,"No","Yes","No","Yes","No","Yes","Yes","Yes","Not required for my work","Yes","some text","No","Yes","Yes","Previous public sector employment","It has become significantly worse","No",NA,NA,NA,"Agree","Strongly Agree","Disagree","Neutral","Strongly Agree","Strongly Disagree","Agree","Disagree","I don't understand this question","All the time","Regularly","All the time","Regularly","Regularly","Sometimes","Rarely","Regularly","Rarely","Rarely","Regularly","Regularly","Regularly","Regularly","Rarely","Regularly","All the time","I don't understand this question","Sometimes","Rarely","I don't know","No","Yes","some text",NA,"some text","some text"
100000165,166,NA,NA,"100.00.000.00",NA,1697458500,1699892100,"Web Link 2","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wales",NA,NA,"Other",NA,"Master's degree (or equivalent)","Science","PhD","No",NA,NA,NA,NA,NA,NA,"Regularly","Yes","Yes","Yes","No","No","Yes","No","I don't know","No","I don't know","I don't know",NA,"No","Yes","No","Yes","Not required for my work","Yes","Yes","Yes","No","Yes","some text","No","Yes","I don't know",NA,NA,"Yes","Yes","No","Yes, but I haven't read it","Neutral","Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Regularly","I don't understand this question","All the time","Sometimes","Regularly","Regularly","All the time","I don't understand this question","Sometimes","Rarely","Sometimes","I don't understand this question","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Rarely","All the time","I don't understand this question","Yes","I don't know","No","some text","some text","some text","some text"
100000166,167,NA,NA,"100.00.000.00",NA,1698490800,1698700500,"Web link 3","Civil service, including devolved administrations","Executive Officer (or equivalent)","National Infrastructure Commission",NA,"No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","Other","BSc","No","Mathematics","Other","Yes","Other","BSc","Yes","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text","some text","some text"
100000167,168,NA,NA,"100.00.000.00",NA,1698726600,1699504200,"Web link 5","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 1",NA,"Scotland",NA,"NHS Scotland",NA,NA,"Doctoral degree (or equivalent)","Science","MSc","Yes","Other","BSc","No","English","MSc","No","All the time","Yes","Yes","Yes","Yes","No","I don't know","No","I don't know","I don't know","No","Yes",NA,"Yes","Not required for my work","No","No","No","No","No","No","Not required for my work","No",NA,"No","No","I don't know",NA,NA,"No",NA,NA,NA,"Agree","Strongly Disagree","Strongly Agree","Disagree","Strongly Agree","Neutral","Disagree","Strongly Agree","Regularly","I don't understand this question","Sometimes","I don't understand this question","Rarely","Never","All the time","Rarely","All the time","Sometimes","Regularly","Regularly","All the time","Sometimes","Never","Regularly","All the time","Sometimes","Sometimes","I don't understand this question","Never","I don't know","Yes","No",NA,"some text","some text","some text"
100000168,169,NA,NA,"100.00.000.00",NA,1698165900,1699705800,"Web link 5","Civil service, including devolved administrations","Grade 7 (or equivalent)","Government Internal Audit Agency",NA,"Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","Science","PhD","No",NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text","some text",NA
100000169,170,NA,NA,"100.00.000.00",NA,1697441400,1698370200,"Web link 3","Civil service, including devolved administrations","Grade 6 (or equivalent)","Department for Work & Pensions",NA,"No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text","some text",NA,NA
100000170,171,NA,NA,"100.00.000.00",NA,1699226100,1699084800,"Web link 5","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 4",NA,"Wales",NA,NA,"Local Health Board",NA,"Bachelor's degree (or equivalent)","English","MSc","Yes","Other","BSc","Yes","Science","Other","Yes","Sometimes","Yes","I don't know","No","Yes","I don't know","No","No","I don't know","Yes","No","I don't know",NA,"No","Not required for my work","No","Yes","Not required for my work","Not required for my work","No","Not required for my work","Not required for my work","Yes","some text","I don't know","No","I don't know",NA,NA,"No",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Never","Sometimes","Never","Regularly","Rarely","Regularly","Never","Regularly","Never","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","I don't understand this question","All the time","Rarely","I don't understand this question","Never","I don't know","Yes","Yes","some text",NA,NA,NA
100000171,172,NA,NA,"100.00.000.00",NA,1698719400,1698284700,"Web link 5","Civil service, including devolved administrations","Administrative Officer (or equivalent)","Planning Inspectorate",NA,"No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Mathematics","Other","No","Science","BSc","No","Science","PhD","No","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text",NA,"some text","some text"
100000172,173,NA,NA,"100.00.000.00",NA,1699323300,1699754400,"Web Link 2","Civil service, including devolved administrations","Administrative Officer (or equivalent)","Government Internal Audit Agency",NA,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","No","No","Yes","No","No","No","No","Yes","No","I don't know","I don't know","some text","Yes","Not required for my work","Not required for my work","No","Not required for my work","Not required for my work","No","No","Not required for my work","No",NA,"Yes","No","I don't know",NA,NA,"No",NA,NA,NA,"Neutral","Neutral","Agree","Neutral","Disagree","Agree","Agree","Strongly Disagree","Never","Rarely","Sometimes","Never","Sometimes","All the time","Rarely","All the time","I don't understand this question","Regularly","I don't understand this question","Never","Never","Regularly","All the time","Rarely","I don't understand this question","I don't understand this question","Never","Rarely","Never","I don't know","Yes","I don't know",NA,"some text",NA,"some text"
100000173,174,NA,NA,"100.00.000.00",NA,1699348500,1698764400,"Web link 3","Civil service, including devolved administrations","SCS Pay Band 1 (or equivalent)","Office of Rail and Road",NA,"No","No","Yes","No","No","Yes","Yes","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","Mathematics","PhD","Yes","Mathematics","Other","No","Other","PhD","Yes","Regularly","No","I don't know","Yes","Yes","Yes","I don't know","No","No","I don't know","I don't know","No",NA,"No","Yes","Yes","No","Not required for my work","Yes","Not required for my work","Yes","Yes","Not required for my work",NA,"Yes","No","Yes","Previous public sector employment","It has become significantly better","Yes","Yes","Yes, and I am a RAP Champion","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Neutral","Neutral","Agree","Sometimes","I don't understand this question","I don't understand this question","Regularly","Sometimes","I don't understand this question","I don't understand this question","All the time","All the time","All the time","Sometimes","Rarely","I don't understand this question","Rarely","Regularly","Regularly","Never","I don't understand this question","Rarely","Never","I don't understand this question","No","No","I don't know","some text",NA,NA,"some text"
